"rpt_dt","sex","race","crime_type","vic_num"
"2001-01-01","F","BLACK","SIMPLE ASSAULT",339596
"2002-01-01","F","BLACK","SIMPLE ASSAULT",307458
"2003-01-01","F","BLACK","SIMPLE ASSAULT",290369
"2004-01-01","F","BLACK","SIMPLE ASSAULT",204076
"2005-01-01","F","BLACK","SIMPLE ASSAULT",178756
"2006-01-01","F","BLACK","SIMPLE ASSAULT",320424
"2007-01-01","F","BLACK","SIMPLE ASSAULT",276230
"2008-01-01","F","BLACK","SIMPLE ASSAULT",256850
"2009-01-01","F","BLACK","SIMPLE ASSAULT",265681
"2010-01-01","F","BLACK","SIMPLE ASSAULT",255029
"2011-01-01","F","BLACK","SIMPLE ASSAULT",324519
"2012-01-01","F","BLACK","SIMPLE ASSAULT",358261
"2013-01-01","F","BLACK","SIMPLE ASSAULT",277623
"2014-01-01","F","BLACK","SIMPLE ASSAULT",225370
"2015-01-01","F","BLACK","SIMPLE ASSAULT",262511
"2016-01-01","F","BLACK","SIMPLE ASSAULT",249963
"2017-01-01","F","BLACK","SIMPLE ASSAULT",249811
"2018-01-01","F","BLACK","SIMPLE ASSAULT",178140
"2019-01-01","F","BLACK","SIMPLE ASSAULT",197687
"2020-01-01","F","BLACK","SIMPLE ASSAULT",206157
"2021-01-01","F","BLACK","SIMPLE ASSAULT",206833
"2022-01-01","F","BLACK","SIMPLE ASSAULT",208570
